City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
93,chuy,-33.6971,-53.4616,65.64,93,22,12.66,UY,1675551220
94,raduzhnyy,62.0961,77.475,-1.77,99,90,6.24,RU,1675551239
95,kununurra,-15.7667,128.7333,80.58,78,100,6.91,AU,1675551239
96,flinders,-34.5833,150.8552,77.05,54,0,5.01,AU,1675551239
97,ancud,-41.8697,-73.8203,66.34,74,45,2.93,CL,1675551240
98,pontianak,-0.0333,109.3333,75.18,94,40,4.61,ID,1675551240
99,norman wells,65.282,-126.8329,-14.76,64,75,4.61,CA,1675550982
100,pustoshka,56.3355,29.369,18.45,95,95,7.61,RU,1675551241
101,nuuk,64.1835,-51.7216,-5.48,79,100,11.99,GL,1675551131
102,krasnokamensk,50.0979,118.0369,-21.23,100,91,2.71,RU,1675551241
103,jumla,29.2747,82.1838,36.25,43,0,4.45,NP,1675551242
104,vardo,70.3705,31.1107,17.58,79,40,12.66,NO,1675551175
105,qaanaaq,77.484,-69.3632,-3.41,60,70,4.59,GL,1675551242
106,mier,26.4333,-99.15,71.01,38,0,13.2,MX,1675551243
107,sao filipe,14.8961,-24.4956,71.87,63,23,14.18,CV,1675551243
108,lamballe,48.4676,-2.5144,46.81,83,100,4.68,FR,1675551243
109,roma,43.2128,-75.4557,13.82,55,100,9.22,US,1675551093
110,grimshaw,56.1834,-117.6027,17.22,86,100,2.3,CA,1675551244
111,sangar,63.9242,127.4739,-26.1,100,100,0.69,RU,1675551244
112,sioux lookout,50.1001,-91.917,6.87,72,100,0.0,CA,1675551245
113,ucluelet,48.9329,-125.5528,49.08,93,100,1.99,CA,1675550967
114,dikson,73.5069,80.5464,-2.9,97,100,3.0,RU,1675551116
115,avarua,-21.2078,-159.775,84.25,79,75,13.8,CK,1675551160
116,channel-port aux basques,47.5702,-59.1367,17.65,83,100,45.99,CA,1675551245
117,yellowknife,62.456,-114.3525,-15.45,69,75,3.44,CA,1675551020
118,boromlya,50.6184,34.9704,24.89,96,100,5.14,UA,1675551246
119,nemuro,43.3236,145.575,21.83,72,30,8.46,JP,1675551246
120,bac lieu,9.285,105.7244,75.97,83,95,15.08,VN,1675551247
121,belmonte,-15.8631,-38.8828,79.92,80,2,10.78,BR,1675551247
122,new norfolk,-42.7826,147.0587,66.7,56,10,1.99,AU,1675551248
123,sao joao da barra,-21.6403,-41.0511,80.69,90,9,14.79,BR,1675551228
124,russell,32.3502,-85.1999,60.08,33,0,5.75,US,1675550975
125,bambanglipuro,-7.95,110.2833,76.95,85,100,10.6,ID,1675551248
126,cape town,-33.9258,18.4232,70.21,90,75,5.75,ZA,1675551249
127,maltahohe,-24.8333,16.9833,79.14,24,94,18.19,NA,1675551249
128,bambous virieux,-20.3428,57.7575,79.05,89,75,6.91,MU,1675551250
129,fortuna,40.5982,-124.1573,63.36,58,75,13.8,US,1675551250
130,sayyan,15.1718,44.3244,52.29,52,34,1.52,YE,1675550982
131,nizhniy tsasuchey,50.5167,115.1333,-9.99,99,10,4.05,RU,1675551250
132,mar del plata,-38.0023,-57.5575,69.82,68,20,10.36,AR,1675551251
133,samarai,-10.6167,150.6667,82.87,74,75,6.02,PG,1675551251
134,san quintin,30.4833,-115.95,63.72,56,0,10.71,MX,1675551252
135,tuatapere,-46.1333,167.6833,64.8,99,100,1.14,NZ,1675551252
136,sorland,67.667,12.6934,39.06,95,100,39.35,NO,1675551108
137,port elizabeth,-33.918,25.5701,80.89,47,0,16.11,ZA,1675551170
138,brae,60.3964,-1.353,41.95,65,51,21.92,GB,1675551253
139,hithadhoo,-0.6,73.0833,81.54,71,83,15.59,MV,1675551237
140,kruisfontein,-34.0033,24.7314,70.41,62,64,4.79,ZA,1675551254
141,mahebourg,-20.4081,57.7,79.09,89,75,6.91,MU,1675551255
142,baruun-urt,46.6806,113.2792,-4.58,90,29,1.57,MN,1675551255
143,provideniya,64.3833,-173.3,-2.6,89,100,11.12,RU,1675550970
144,tiksi,71.6872,128.8694,-19.86,100,100,2.73,RU,1675551256
145,jamestown,42.097,-79.2353,26.19,33,0,13.8,US,1675550980
146,saskylakh,71.9167,114.0833,-30.87,98,90,3.2,RU,1675551257
147,seesen,51.9,10.1833,32.74,90,62,3.8,DE,1675551257
148,praia,14.9215,-23.5087,70.34,73,0,16.11,CV,1675551258
149,oga,46.4631,10.347,29.08,93,81,8.14,IT,1675551258
150,gizo,-8.103,156.8419,82.98,75,88,7.2,SB,1675551259
151,alice springs,-23.7,133.8833,65.75,55,1,1.14,AU,1675551259
152,los llanos de aridane,28.6585,-17.9182,58.75,69,75,8.05,ES,1675551173
153,tuktoyaktuk,69.4541,-133.0374,-43.6,66,20,3.44,CA,1675551220
154,yulara,-25.2406,130.9889,72.23,26,0,14.9,AU,1675551260
155,jackson,42.4165,-122.8345,60.93,39,0,13.8,US,1675551260
156,oriximina,-1.7656,-55.8661,76.71,87,86,3.71,BR,1675551260
157,san cristobal,7.7669,-72.225,77.18,58,38,1.83,VE,1675551261
158,pangnirtung,66.1451,-65.7125,-31.85,98,80,1.3,CA,1675550983
159,quatre cocos,-20.2078,57.7625,78.91,85,76,8.84,MU,1675551223
160,skovorodino,53.9833,123.9167,-18.56,100,97,1.34,RU,1675551261
161,romitan,39.9343,64.3814,35.55,100,100,6.91,UZ,1675551262
162,nyurba,63.2842,118.3319,-53.57,100,100,1.83,RU,1675551262
163,rizarion,40.7872,22.0839,41.41,46,78,10.0,GR,1675551264
164,ugoofaaru,5.6667,73.0,80.51,76,100,5.68,MV,1675551264
165,dzhankoy,45.7167,34.4,36.36,82,100,13.0,UA,1675551264
166,toora-khem,52.4675,96.11,-0.02,98,100,0.92,RU,1675551265
167,luderitz,-26.6481,15.1594,64.2,83,42,15.79,NA,1675551098
168,upernavik,72.7868,-56.1549,-6.56,97,100,3.11,GL,1675551072
169,geraldton,-28.7667,114.6,72.01,88,75,5.75,AU,1675551265
170,beloha,-25.1667,45.05,72.82,83,99,13.09,MG,1675551061
171,kulhudhuffushi,6.6221,73.07,80.01,78,100,4.72,MV,1675551266
172,la primavera,5.4906,-70.4092,87.08,40,67,8.21,CO,1675551266
173,esil,51.9556,66.4042,0.57,90,24,7.31,KZ,1675551266
174,namatanai,-3.6667,152.4333,80.98,78,100,3.18,PG,1675551268
175,le port,-20.9373,55.2919,78.8,81,93,4.54,RE,1675551268
176,beringovskiy,63.05,179.3167,-17.23,84,52,16.17,RU,1675550973
177,high level,58.5169,-117.136,8.71,85,100,2.3,CA,1675551269
178,george,-33.963,22.4617,69.35,88,10,6.91,ZA,1675551269
179,pogar,52.554,33.2591,24.35,97,100,4.36,RU,1675551270
180,camacha,33.0833,-16.3333,58.42,63,40,17.27,PT,1675551270
181,haines junction,60.7522,-137.5108,13.95,73,100,2.3,CA,1675551185
182,fort nelson,58.8053,-122.7002,5.95,77,75,3.0,CA,1675551270
183,metsavan,41.2016,44.2288,19.58,78,100,4.52,AM,1675551271
184,butaritari,3.0707,172.7902,81.25,80,65,18.9,KI,1675550971
185,irbil,36.1926,44.0106,46.22,71,75,14.97,IQ,1675551270
186,faya,18.3851,42.4509,50.52,61,82,0.78,SA,1675551271
187,smithers,54.7804,-127.1743,39.52,81,100,5.75,CA,1675551272
188,saint george,37.1041,-113.5841,62.44,30,0,3.44,US,1675551272
189,gat,31.61,34.7642,54.39,100,73,7.63,IL,1675551098
190,merauke,-8.4667,140.3333,77.79,88,100,6.24,ID,1675551272
191,oranjemund,-28.55,16.4333,63.93,93,26,10.13,NA,1675551082
192,pevek,69.7008,170.3133,-35.16,100,94,1.45,RU,1675551253
193,villazon,-22.0866,-65.5942,44.11,79,100,11.65,BO,1675551273
194,colac,-38.3333,143.5833,56.17,74,97,6.42,AU,1675551174
195,port-gentil,-0.7193,8.7815,80.56,89,20,2.3,GA,1675551275
196,guerrero negro,27.9769,-114.0611,67.75,41,0,11.77,MX,1675551046
197,damietta,31.4165,31.8133,55.29,71,3,11.63,EG,1675551275
198,kaitangata,-46.2817,169.8464,74.08,62,100,3.36,NZ,1675551276
199,touros,-5.1989,-35.4608,79.72,80,82,13.62,BR,1675551276
200,lom sak,16.7798,101.2422,71.49,100,40,0.0,TH,1675551277
201,yakima,46.4665,-120.6678,44.98,81,100,6.91,US,1675551277
202,viransehir,37.2353,39.7631,33.8,100,100,8.68,TR,1675551277
203,dauphin,51.1494,-100.0502,17.74,79,100,4.61,CA,1675551278
204,waipawa,-41.4122,175.5153,75.07,62,28,7.09,NZ,1675551278
205,goderich,43.7501,-81.7165,25.12,63,88,18.41,CA,1675551279
206,rawson,-43.3002,-65.1023,86.99,25,17,24.54,AR,1675550989
207,wakkanai,45.4094,141.6739,23.4,67,100,15.12,JP,1675551279
208,marsh harbour,26.5412,-77.0636,71.76,77,99,28.61,BS,1675551216
209,deputatskiy,69.3,139.9,-29.56,99,95,2.86,RU,1675551280
210,ilulissat,69.2167,-51.1,-2.18,71,73,8.05,GL,1675551228
211,moreira sales,-24.0622,-53.0069,70.16,82,17,3.49,BR,1675551280
212,souillac,-20.5167,57.5167,79.18,89,75,6.91,MU,1675551280
213,skjervoy,70.0311,20.9714,32.0,64,99,13.98,NO,1675551281
214,coquimbo,-29.9533,-71.3436,71.33,68,0,11.5,CL,1675551129
215,hambantota,6.1241,81.1185,75.38,86,51,11.01,LK,1675551281
216,saint-pierre,-21.3393,55.4781,78.48,78,20,4.61,RE,1675551282
217,isangel,-19.55,169.2667,83.52,82,66,15.66,VU,1675551038
218,tashla,51.7716,52.7427,11.3,90,100,8.79,RU,1675551282
219,seoul,37.5683,126.9778,26.04,90,40,1.14,KR,1675551039
220,puerto ayora,-0.7393,-90.3518,85.96,89,58,7.0,EC,1675551217
221,pochutla,15.7432,-96.4661,82.71,48,6,7.67,MX,1675551283
222,sitka,57.0531,-135.33,37.29,87,100,4.61,US,1675550993
223,ausa,41.9271,2.2497,52.61,64,0,1.01,ES,1675551283
224,maceio,-9.6658,-35.7353,78.24,94,20,5.75,BR,1675551283
225,dodge city,37.7528,-100.0171,54.25,34,0,13.8,US,1675551284
226,aldan,58.6031,125.3894,-14.75,100,100,2.71,RU,1675551284
227,coihaique,-45.5752,-72.0662,81.21,56,37,9.15,CL,1675551210
228,mukhen,48.1,136.1,3.83,93,96,4.9,RU,1675551285
229,kuytun,54.3419,101.5036,-1.26,99,100,1.5,RU,1675551285
230,svetlyy,54.675,20.1347,30.25,78,65,7.78,RU,1675551285
231,staryy nadym,65.6118,72.6842,9.28,97,96,7.7,RU,1675551199
232,valley station,38.1112,-85.8702,48.31,38,100,11.5,US,1675551286
233,great bend,38.3645,-98.7648,55.04,37,0,14.97,US,1675551286
234,klerksdorp,-26.8521,26.6667,66.47,65,35,6.53,ZA,1675551287
235,mount isa,-20.7333,139.5,78.57,29,84,12.66,AU,1675551206
236,broken hill,-31.95,141.4333,66.34,46,0,10.63,AU,1675551158
237,the valley,18.217,-63.0578,78.94,78,40,12.66,AI,1675551024
238,gigmoto,13.7796,124.39,77.25,88,87,14.05,PH,1675551287
239,zhigansk,66.7697,123.3711,-43.56,96,46,10.71,RU,1675551288
240,lagoa,39.05,-27.9833,59.07,88,4,18.32,PT,1675551113
241,ostrovnoy,68.0531,39.5131,13.82,84,100,12.44,RU,1675551288
242,ust-uda,54.1742,103.0304,-6.7,100,100,1.12,RU,1675551288
243,sola,-13.8833,167.55,80.65,84,100,31.9,VU,1675551289
244,matara,5.9485,80.5353,73.71,93,65,5.37,LK,1675551289
245,kamaishi,39.2667,141.8833,30.65,63,6,5.23,JP,1675551177
246,muros,42.7762,-9.0603,46.83,84,1,9.71,ES,1675551038
247,dingle,10.9995,122.6711,74.71,94,90,7.56,PH,1675551290
248,manzanillo,20.3433,-77.1167,79.86,62,62,3.31,CU,1675551290
249,bud,39.447,-86.1758,44.62,52,90,15.59,US,1675551290
250,nakhon thai,17.1006,100.8374,71.69,90,38,1.68,TH,1675551291
251,gorontalo,0.5412,123.0595,74.5,89,100,3.09,ID,1675551291
252,xingtai,37.0631,114.4942,33.08,60,15,5.84,CN,1675551292
253,obidos,-1.9175,-55.5181,73.71,95,92,3.09,BR,1675551292
254,lodwar,3.1191,35.5973,81.66,35,45,4.38,KE,1675551293
255,luwuk,-0.9516,122.7875,76.8,86,100,3.94,ID,1675551293
256,yar-sale,66.8333,70.8333,8.96,97,97,6.29,RU,1675551293
257,lata,40.1629,-8.3327,41.07,68,0,4.38,PT,1675551294
258,chokurdakh,70.6333,147.9167,-22.94,97,80,8.5,RU,1675551294
259,berlevag,70.8578,29.0864,26.6,93,56,8.05,NO,1675551295
260,semey,50.4111,80.2275,9.68,97,98,4.16,KZ,1675551295
261,port hardy,50.6996,-127.4199,46.58,93,100,28.77,CA,1675551113
262,lalmohan,22.3384,90.7419,64.42,58,98,6.8,BD,1675551295
263,mayo,38.8876,-76.5119,31.5,46,0,13.8,US,1675551296
264,clyde river,70.4692,-68.5914,-16.37,58,100,17.27,CA,1675551111
265,tirumullaivasal,11.2333,79.8333,73.81,78,2,8.19,IN,1675551297
266,svetlaya,46.5389,138.3297,9.27,66,69,6.87,RU,1675551298
267,kavaratti,10.5669,72.642,81.05,68,52,4.41,IN,1675551298
268,pisco,-13.7,-76.2167,75.25,88,0,6.91,PE,1675551298
269,anadyr,64.75,177.4833,-21.5,76,0,13.42,RU,1675551299
270,birao,10.2849,22.7882,70.57,15,61,7.0,CF,1675551299
271,walvis bay,-22.9575,14.5053,64.09,80,100,10.38,NA,1675551300
272,nanortalik,60.1432,-45.2371,23.58,84,99,16.75,GL,1675551232
273,gerede,40.8008,32.1969,17.44,92,76,5.19,TR,1675551032
274,bulgan,48.8125,103.5347,-2.0,89,84,2.89,MN,1675551300
275,joshimath,30.5667,79.5667,38.44,39,1,9.53,IN,1675551301
276,grand gaube,-20.0064,57.6608,79.2,83,97,3.0,MU,1675551301
277,aljezur,37.3191,-8.8033,50.63,66,0,5.95,PT,1675551301
278,gobabis,-22.45,18.9667,73.09,65,97,5.95,NA,1675551302
279,ankang,32.68,109.0172,40.98,57,96,3.02,CN,1675551302
280,dongsheng,39.8161,109.9776,21.36,47,65,7.63,CN,1675551303
281,xinzhou,38.4092,112.7333,26.19,37,45,3.2,CN,1675551303
282,ilebo,-4.3167,20.5833,68.05,99,91,2.64,CD,1675551304
283,san jose,37.3394,-121.895,59.99,87,75,13.8,US,1675551221
284,bani,18.2833,-70.3333,80.04,76,6,9.53,DO,1675551304
